5.0	10
10.0	16
15.0	25.85
20.0	33.28
25.0	39.75
30.0	44.39
35.0	49.55
40.0	54.55
45.0	59.29
50.0	62.32
100.0	95.83
150.0	125.31
200.0	147.91
250.0	170.61
300.0	189.44
350.0	210.17
400.0	221.89
