10 0.029878
20 0.103814
30 0.206988
40 0.315177
50 0.422855
60 0.511402
70 0.585284
80 0.634428
90 0.67459
100 0.699964
110 0.714093
120 0.727188
130 0.731265
140 0.730347
150 0.731132
160 0.727626
170 0.725873
180 0.726525
190 0.721119
200 0.720153
210 0.718321
220 0.712001
230 0.709523
240 0.705636
250 0.70327
260 0.699585
270 0.699673
280 0.697157
290 0.689905
300 0.686102
325 0.680641
350 0.669848
375 0.660615
400 0.651495
425 0.634444
450 0.62609
475 0.613845
500 0.59762
525 0.581262
550 0.5644
575 0.546882
600 0.534434
